"","city","real_2005","real_2006","real_2007","real_2008","real_2009","real_2010","real_2011","real_2012","real_2013","real_2014","real_2015","real_2016","gdp_2005","gdp_2006","gdp_2007","gdp_2008","gdp_2009","gdp_2010","gdp_2011","gdp_2012","gdp_2013","gdp_2014","gdp_2015","gdp_2016","per_capita_2005","per_capita_2006","per_capita_2007","per_capita_2008","per_capita_2009","per_capita_2010","per_capita_2011","per_capita_2012","per_capita_2013","per_capita_2014","per_capita_2015","per_capita_2016","ur_2005","ur_2006","ur_2007","ur_2008","ur_2009","ur_2010","ur_2011","ur_2012","ur_2013","ur_2014","ur_2015","ur_2016","er_2005","er_2006","er_2007","er_2008","er_2009","er_2010","er_2011","er_2012","er_2013","er_2014","er_2015","er_2016"
"586","Providence","#REF!","179225","182308.3333","178208.3333","184366.6667","174908.3333","159283.3333","174225","178150","169000","162083.3333","169016.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"587","Pulaski","#REF!","79758.33333","82433.33333","82100","84541.66667","87716.66667","88725","90125","83775","86516.66667","88508.33333","91300",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"588","Sands Point","#REF!","2328366.667","2303758.333","2220200","2077733.333","1850191.667","1831400","1938683.333","2018500","2127133.333","2249600","2323450",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"589","Great Valley","#REF!","113400","118541.6667","114841.6667","118291.6667","106900","107450","107908.3333","116125","114625","117241.6667","113150",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"590","Lake Katrine","#REF!","199441.6667","196133.3333","181275","165133.3333","164375","161850","152683.3333","148225","149225","157416.6667","161133.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"591","Mattituck","#REF!","571800","554675","543550","528491.6667","441025","426525","424450","432633.3333","416400","479950","526508.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"592","Town of Chateaugay","#REF!","58466.66667","76341.66667","68708.33333","69450","71533.33333","71958.33333","71108.33333","64758.33333","69808.33333","72725","74958.33333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"593","Lyme","#REF!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","179020","173500","176400","173358.3333","174658.3333","177225","172575",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"594","Town of Avoca","#REF!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","70440","67300","70658.33333","70858.33333","71150","70450","76458.33333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"595","Romulus","#REF!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","108920","109116.6667","113466.6667","118600","117191.6667","116816.6667","112741.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"596","Greenport","#REF!","490116.6667","494550","467208.3333","428975","381175","376425","381450","384908.3333","409858.3333","431058.3333","497225",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"597","Stephentown","#REF!","159316.6667","165083.3333","169075","164100","179566.6667","170741.6667","165483.3333","164275","167750","170358.3333","173850",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"598","Hopewell Junction","#REF!","379308.3333","374475","353075","324333.3333","315366.6667","296216.6667","284941.6667","274891.6667","282808.3333","292458.3333","295308.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"599","Somerset","#REF!","96091.66667","103883.3333","101883.3333","103491.6667","110858.3333","116383.3333","118741.6667","122658.3333","127091.6667","118866.6667","119916.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"600","Roslyn","#REF!","847766.6667","824741.6667","790858.3333","753408.3333","714416.6667","706408.3333","698950","731408.3333","785950","806625","857416.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"601","Champion","#REF!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","145100","146941.6667","154341.6667","156558.3333","152183.3333","155275","155183.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"602","White Creek","#REF!","148266.6667","158066.6667","149641.6667","142100","139708.3333","141983.3333","130333.3333","129375","131191.6667","133466.6667","131633.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"603","Crown Point","#REF!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","109536.3636","102716.6667","113666.6667","114150","105366.6667","105025",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"604","Edmeston","#REF!","91916.66667","92600","91216.66667","96850","86925","83725","82225","74100","84691.66667","76875","85958.33333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"605","Brookhaven","#REF!","415391.6667","410425","392750","349258.3333","331050","302508.3333","300433.3333","304308.3333","316283.3333","325233.3333","338091.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"606","Cold Spring Harbor","#REF!","1288075","1261325","1233516.667","1133575","1025541.667","956816.6667","973941.6667","1021716.667","1103000","1146925","1164400",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"607","Stewart Manor","#REF!","578275","531816.6667","499100","449633.3333","445016.6667","448450","449166.6667","460283.3333","485333.3333","528950","559916.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"608","Guilderland","#REF!","240408.3333","242000","238700","239800","241425","236491.6667","233025","236725","241766.6667","242633.3333","252825",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"609","Town of Perrysburg","#REF!","68375","76483.33333","71058.33333","73025","71658.33333","71075","69166.66667","75683.33333","71516.66667","69608.33333","71741.66667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"610","Gowanda","#REF!","#DIV/0!","#DIV/0!","#DIV/0!","64060","63191.66667","62291.66667","62141.66667","61925","64758.33333","63200","62458.33333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"611","Clarkstown","#REF!","407933.3333","393608.3333","376183.3333","364941.6667","344741.6667","329533.3333","311375","301525","312650","324033.3333","331458.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"612","West Sand Lake","#REF!","200175","197925","213641.6667","205350","206125","195575","189608.3333","197241.6667","196500","197350","199750",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"613","Valley Falls","#REF!","159050","163225","160883.3333","153750","160391.6667","154641.6667","156866.6667","159533.3333","159108.3333","163683.3333","168300",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"614","Town of Little Valley","#REF!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","60040","58233.33333","60066.66667","61458.33333","60825","64941.66667","64308.33333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"615","Northampton","#REF!","179200","200158.3333","204250","190983.3333","174491.6667","181650","177058.3333","171858.3333","168991.6667","167016.6667","184891.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"616","Ashford","#REF!","86850","93058.33333","88408.33333","93441.66667","83425","81766.66667","83641.66667","82608.33333","80966.66667","83441.66667","82641.66667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"617","Ellenburg","#REF!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","79240","77875","79100","73900","74950","77741.66667","75691.66667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"618","Erin","#REF!","84725","87008.33333","84508.33333","87891.66667","87941.66667","88583.33333","91341.66667","99725","89158.33333","94341.66667","108816.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"619","Central Square","#REF!","126391.6667","117741.6667","120016.6667","109666.6667","112500","115733.3333","114991.6667","119766.6667","116008.3333","115650","127391.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"620","Town of Randolph","#REF!","63391.66667","65341.66667","63483.33333","67750","71541.66667","67275","68816.66667","73716.66667","71483.33333","71416.66667","70950",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"621","Town of Marathon","#REF!","76100","81275","83966.66667","88975","86058.33333","91125","95016.66667","93100","93116.66667","95233.33333","98291.66667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"622","Fort Covington","#REF!","46091.66667","54066.66667","56425","59483.33333","59766.66667","61100","60533.33333","59033.33333","57791.66667","63708.33333","69175",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"623","Town of Remsen","#REF!","87608.33333","85533.33333","96891.66667","97783.33333","96891.66667","97200","101975","100416.6667","95483.33333","109100","112450",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"624","Washington Heights","#REF!","249083.3333","247516.6667","232383.3333","218008.3333","198808.3333","187975","168133.3333","169000","167016.6667","164491.6667","165608.3333",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"625","Western","#REF!","100875","105858.3333","110466.6667","107891.6667","115858.3333","114191.6667","115933.3333","117666.6667","116400","118158.3333","126575",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"626","Bethany","#REF!","90408.33333","96683.33333","93566.66667","96516.66667","97775","98466.66667","103316.6667","101133.3333","103516.6667","111658.3333","116300",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"627","Fayetteville","#REF!","156050","159566.6667","155425","157441.6667","152858.3333","153058.3333","155741.6667","156975","156208.3333","157350","159966.6667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
"628","Town of Lodi","#REF!","75958.33333","80541.66667","77758.33333","81941.66667","94091.66667","95675","102800","95925","96683.33333","104683.3333","99616.66667",1023432.75,1077890.75,1114698.25,1113446,1148407.25,1204688.5,1229742.75,1301040.5,1334929.75,1382933,1433531,1478278,793176071,849172187,908162948,927888435,905801349,934270262,991352307,1053660783,1072125105,1119433988,1161414144,1194090839,5.041666667,4.116666667,3.775,4.508333333,7.7,8.125,7.483333333,7.1,6.833333333,6.683333333,6.491666667,6.691666667,94.958333333,95.883333333,96.225,95.491666667,92.3,91.875,92.516666667,92.9,93.166666667,93.316666667,93.508333333,93.308333333
